file_name,caller_transcript
call_5273f6be303c.wav,"¡Adiós, me voy a hacer un poco! ¡Me voy a desvarnos! ¡Dame todo!"
call_d17b2416d506.wav,
call_a381913d938c.wav,"no hay nada calidero Cacón, hay nada calidero Figuiendo el gaso Cacón"
call_f68d3459fdc7.wav,
call_76856257e3ef.wav,¡Ahora!
call_8da8b9947630.wav,¿Qué? ¿Ahora que te presentes un año? ¿Qué te presentes? ¿Qué te presentes? ¿Qué es la zona de mañana? ¿Qué te presentes?
call_e697765a4dfd.wav,
call_aed9b45d6c31.wav,
call_794031bf2233.wav,
call_5d86f0ca06aa.wav,¿Para qué son los que nos senten en la década? ¿Para qué son los que nos senten en la década? ¿Para qué son los que nos senten en la década? ¿No te veis que se ha dejado? ¿Sí? ¿Sí? ¿Sí?
call_8ee1e10130a2.wav,
call_f5251fb3b1d9.wav,... ... ... ... ... ... ...
call_a4683528fef4.wav,"No te oracos. No te oracos, quemoros con elatas. No te oracos. Sí, sí. ії. En el momento, én aceitelingado espacio"
call_36d72e4b1aef.wav,
call_df75973c8794.wav,
call_58ed2170e352.wav,
call_22eacbc23d18.wav,"de que os he dicho un poco de tu lo que tengo lo que tengo de siempre. Pero no hay un poco que se lo la saca. Quizás deny una masa en el sabido. No hay una masa en el sabido, pero con la manga no se tiene mucho orale. Vale. No le gusta. No me va a ir a retar."
call_fa4d7f2897f4.wav,
call_18bd3c505fd5.wav,
call_b0836ff3142a.wav,
call_bc24a38d8bf2.wav,
call_bda847d77eef.wav,
call_36640e327eaf.wav,"¡Para, a chucada, aquí, aquí, aquí, aquí! ¡Pie! ¡Mána, gracias! ¡Pie, bye!"
call_568b5e814bc3.wav,... ¡Ah!
call_22d0f235a47e.wav,¡Tanto se nos gusta al payecer!
call_97701e543c60.wav,¡No se me intento dar un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! No hay un intoo
call_0cf2f4a71328.wav,
call_9dc1a304389f.wav,
call_bf0384ed27ed.wav,"Caseo. ¿Cómo se puede decir que se le ha encumado tan? ¿De el que le muere? ¿Cómo me dieron a tocar? ¿Y cuando el consumir es que no le ha dado? ¿Y qué? ¿Y qué? ¿Me lo que es? Si, pero pues, no lo faras sin casión, bien, pasco a choconeras."
call_acda78859d0d.wav,
call_fdc44f969ade.wav,
call_d437831f4543.wav,"La gente que no se va a hacer, es que se va a hacer."
call_8c6b33721067.wav,", , , , , , , ¡Yita! ¡Acho a la zona una pataquita!"
call_064d8dd77899.wav,
call_a426226cf8b9.wav,"No, no, no, no, no."
call_f003741555a1.wav,"¿Ey, ¿qué traes? ¿Ele no es que tu suben que te asistro? ¿Pero que yo lo creo que no hay que ver ahí? ¡Ans, ¡en el que te va a ver! ¡Qué he cruzado! La Fiesta de la Talle."
call_5f7a4b3e8ca9.wav,"Acha acha a los fe, se han ansipaticado. Por favor. Acha a los que no hay, acha a los que no hay, acha a los que no hay, acha a los que no hay. A ver. A ver, a la pata, a la pata, a los que no hay."
call_957a8384caff.wav,
call_a2aa58c1750b.wav,La vida de la escala.
call_c1d95df7a179.wav,"¡No, no, no, no, no, no, no! ¡Vamos! ¡No! ¡Ah! ¡No, no, no, no! ¡No! ¡No, no!"
call_ddf2da1910f1.wav,
call_3332ecee2806.wav,¡Vamos!
call_37e63dcc8185.wav,
call_7a345e2b0f37.wav,
call_cea74e96e420.wav,
call_e618b7b1fa5b.wav,"¡Nobie por ahora, ya!"
call_a8ca5b456ce4.wav,
call_b96e9305d9a2.wav,"No, no. No, no, no. No, no. No. No."
call_88cd54e1e505.wav,
call_bac44092a11a.wav,¿Qué tal? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿A ver? No te llamo. La ostrega de uno en que te haces. ¿Opens mustache?
call_34f4c668dbe8.wav,
call_4e60206f7e8a.wav,
call_c67ce09b3316.wav,La gente tiene que ver la gente que se va a ver.
call_3cd08cbaf55c.wav,"No, vamos a ver."
call_db5326bcb672.wav,"¡No, no, no!"
call_810e3066a7b4.wav,
call_c4fc8a865292.wav,
call_2cd6a0b37e59.wav,¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da?
call_486215b37ca1.wav,"¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¡Claro, vamos!"
call_5e4539a471f6.wav,"Piousklo que hay algo que no me lo har. ¡Pocí que puede, que es una parte de un poco más de más de el mundo! Seguía a un poco, desde la primera vez. ¿Quién va a ser a una parte de un poco? Y la que puede ser, como? La parte de un poco de un poco, como con todo el mundo."
call_098d8081babe.wav,
call_d4518fcb700a.wav,
call_feaca5a8cd14.wav,"¿Qué es? ¿No es lo que os trae si uno o uno para tu chete? No te nancimos y ya te nancó a tu chete. ¿Qué es lo que te has sacido? Si tu chete, lo que os trae si uno para tu chete. ¿A que te trae si uno para tu chete? Claro, me debo rechone todo el conecración, porque ya le trae si uno a tu chete. Pero si no le digo, ¿qué es lo que os trae si uno para tu chete? Yo, es lo que os trae si uno para tu chete. Pero si no le lo trae, no le lo trae, no le lo que os trae. Pues mis puntos, pues me continuo. Ahora nos es algo… ¿ Marianas fueron a mis puntos? Pero tenía otra sola domina, como sones decir? ¿Cómo son mis dos? C��고 en un minutes frente a esos dos."
call_a7ea289a43fd.wav,"Si, ¿qué es la que os voy a traer? Si, si, si, si, si, si, si, si, si... Si, pero si, si, si, si, si, si, si, si, si, si, si, si, si..."
call_8f8e2145bc91.wav,
call_b5840ec7dd5e.wav,
call_569ffb0869eb.wav,"No, no, no, no, no."
call_c21f9cf2390e.wav,¿Y qué? ¿Y qué? ¿Y qué?
call_7a250598cb8b.wav,Y ahí.
call_3f3ac4984431.wav,
call_ce3072c8e106.wav,"A ti, es que cada vez les monta un cento sin tener un desespero a mis, me dejó ni un desespero. Solo lo pongo a mi dos, en el que hay de no ir a la razón de la mañana. Ah, eh. Ya lo hay de que lo se chintiguo a dos y cuando se sente sin pasar, se lo sé. Ah, eh."
call_70de89818ee5.wav,
call_1ad99899456c.wav,
call_9a3d5b0a64a3.wav,"¿Qué es el que me ha pasado? ¿Y si? ¿Y si? Si. ¿Y si? ¿Y si? Si. Si. ¿Y si? Si. Si. Si. Si. Si. Si. Si. Si. Si. Si. Sí. Si. ¿Y si? Si. ¿Y si? Mkeeperso. s. Sí. Y este, ¿y si? Si."
call_b78e6c8e05d3.wav,"Esta es la suceso. Esta es la suceso. tore, ¿Qué tal es?"
call_65a7cdefc22d.wav,
call_6d88a2e95795.wav,¿Qué es el que te ha dicho? ...
call_3ca96b2dd5c4.wav,¡Pero yo no hay nada que lo ha hecho tiempo!
call_11d3230256a1.wav,"Entonces, en el día de hoy vamos a hacer una tira que no lo grito. Si, si, si, si, si, si, si, si, si, si. Acho acho dos tres. No uno clatociate. Si. Si, si, si, si, si, si, si, si."
call_52ba7c3bd761.wav,"No, no, no, no, no, no."
call_f0ad1cf1aa6a.wav,
call_8cafd2754e55.wav,
call_0e101713ee94.wav,
call_b2594d9c3ffd.wav,"¡Hissur, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah..."
call_092aef8d1243.wav,
call_578504f9f39e.wav,
call_7ae75e4aa32f.wav,"Si, no, no, no, no, no, no."
call_c49b6face6c3.wav,
call_51851f91f064.wav,Como suéfono y todo lo que hacen es...
call_a766613f8c8a.wav,"Y en el tema de la persona no hay que tener una persona, y en el caso de la persona no hay que tener una persona. ¡Está en el caso de la persona!"
call_01bf49059daf.wav,¿Qué tal? ¿Qué tal? ¿Qué tal?
call_ec58505fc522.wav,"¡No, no!"
call_54a09817b7e2.wav,"¡No, no, no, no, no."
call_1761edbd6952.wav,"Ángelo, abraz. Ufff, ¡Ay, ay, ay, ay! Ufff, ay... Ufff, ay, ay... Ufff... Ufff... Ufff... Ufff... Ufff..."
call_29f2b21b3d8a.wav,
call_6b0cc9c966a1.wav,¡Vas a tu!
call_24e1989c4d6d.wav,truly chr
call_290aacdf95ca.wav,¿Qué es el que se ha dicho? ¿Pueso está bien?
call_b167dd907a80.wav,
call_e3f555297277.wav,"¡No, no, no, no, no!"
call_fce92bad5095.wav,
call_8ed994ce484f.wav,
call_ce6146a1c53e.wav,
call_d3e854cbb77d.wav,¡Pero va a encontrar el balcán de la verdad! ¡Pencán y lo que no... ¡Pero encontrar el balcán de la verdad! ¡Puna la verdad! ¡Ah!
call_750153d8eb40.wav,
call_1cc930924760.wav,
call_c5b04c36bb62.wav,"¿Qué? ¿Qué? Tú... Tú. No, tú. No, no."
call_6b31fbd81fc3.wav,"¿Ahora es el que se hace? A ver el que tiene que ver... ¿Por qué no os debo a ser una gente? No, pero a ver. ¿Por qué no lo vamos a hacer? ¿Que sientes? No, no. No, no. No, es que no es. No, no, es que no. No, es. No, es. No, es. No, es. No, es. No, es. No, es. No, es."
call_cbb902adb22a.wav,"¿ques? ¿sí? Me he visto un contigo en elμα de rustio, ¿sí? Si, si, si... Si, si... Si, si, si, si... Si, si, si, si, si... Si traí, si, si, si... Si, si, si... Si, si... Si, si... Si, si, si... Si, si, si..."
call_f1372119b403.wav,1. 2. 2. 2. 3. 2. 2. 4. 3. 4. 4. 4. 2. 4. 3. 5. 6. 4. 2. 5. 4.
call_e4d9c2e0947a.wav,"Por lo mismo, es pronto y no lo hagan salido, pero no hay dos días, no hay una vez más que no hay una vez más que no hay. Si, tengo una rola y vamos a llamar este de los, tengo una rola y este de tres, tres, y se lo sé, no hay dos, ocho. No, es igual a tres, tres, y se lo sé, y le dos, ocho. Estén en dos, y le tengo un mismo tiempo, y se les creen que se les creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen. Sí, pues es bueno. No, es igual a tres."
call_88d7858b7921.wav,"La gente que se llama el mundo, es que se llama el mundo."
call_bc2c7c34acea.wav,¡Ahora!
call_018c9d3823ac.wav,
call_4b1bec58d02d.wav,
call_f331303c4fb8.wav,"Y, cuando le voy, cuando le voy, cuando le voy, cuando le voy, cuando le voy. Tengo la rí. No le fanos en el café que cae, se ha hecho con los. Sí. ¡No, no, no!"
call_4c278007298d.wav,
call_60ffdefc5f5a.wav,"Y yo, estoy grande, de ti."
call_d38f7d5159e7.wav,
call_e6c59d28e6d7.wav,¿Qué es el que no te dice? ¿Qué es el que no te dice? ¿Qué es el que no te dice?
call_810c24005ecc.wav,
call_81b98c77cf99.wav,
call_e3084824935d.wav,"¡Ada, ada, ada, ada, ada!"
call_e118b75d4937.wav,Pero te recomiendo una vez que le las...
call_d13864e1e455.wav,¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa?
call_dc1a55102190.wav,¡Para que me pese a prenda!
call_9083846f078a.wav,
call_e2d538297f0c.wav,"¡Sí! Y para que te peceso. Y ¡¿Y Siempre nos ha hecho una nueva edición? En concepto, si le da bien más que máximo, pero sí, es algo de los equipamentos, y fue por el desicción deawatable. Hola, está bien. Si, ¿o atocate o sea y te serán? ¿o chómero? ¿Nara es? Ah, sí, no, no, no, no, no. Me cojo que está, te sancar, te sancar, me va a decir, yo."
call_abf730747901.wav,"aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca... ...to high. But you can't see anything... ...dificent... ...constant... Uh, lo para pongo en tonto de casi y lo siento? Creo que... ...pero esta clase en el carro, lo siento... Cualidades. ¡Pues! ¡Esto, es una dasión! ¡Pues! ¡¿Cualidades! ¿D Sorry, si? ¡Nos, cuáles! ¿Esto es una dosión? ¿¡Tienes unos dos, Ai?"
call_a6481017c744.wav,¡Hasta la casa! ¡Ada la casa!
call_9f11e2c5441c.wav,y la la y la la la la la la la la la la la la esta ¡No!
call_01c3806808d6.wav,
call_fff8cae57de7.wav,"Este es David, que se lo ha dicho en el banco de la ley. En el vídeo se ha dicho en el banco de la ley. ¡Para, te dije! ¡Ode, está!"
call_8d3ea77f4bb4.wav,"Y con el descho uno aquí. 3, 3, 4, 5, y mal de dos a 1. Y ahora. Sí. Y el corto. ¿Qué es todo esto?"
call_64637c20ee66.wav,
call_9c2dbbd1fe2e.wav,
call_8a61615c9927.wav,
call_8893de2fe204.wav,
call_f27db4ab1f5a.wav,
call_7601ac7d4fbf.wav,
call_e9bd33cdb226.wav,"¿No te repuny tan bien que le tiene que tener eso? Sí. No te no. Por favor. Sí, es una una una de los que se dice. Y ahora vamos a hacer un poco de la"
call_8e6c9fa78a21.wav,¿Qué es el que te tengas en este?
call_1ee2936b46a7.wav,masse.
call_9491f635b944.wav,"Y ahora vamos a ver cómo va. que ¿Suejo si el cabrón en este momento? ¿Como no es el momento? No, no. No, no. Si no es el momento. No, no. Si no, sí. No, no. No, no, no. No. No, no, no. No, no, no, no. No, no, no. No."
call_743448b8a861.wav,
call_3d69be34ef44.wav,... ...
call_450b4e13468b.wav,
call_0294f969f98b.wav,y
call_2d4374d86df7.wav,
call_74b20933dd43.wav,¿Qué te he dicho? ¿Qué te he dicho?
call_d89caa393417.wav,
call_2a34be1bd407.wav,"¡Vado, ¿vato? ¡Cate, te veo! ¡Ochona, me ha detecido!"
call_4baef170cf46.wav,
call_bd2262567810.wav,
call_bba20372ca37.wav,
call_57f113803718.wav,"Hola, hola, hola y hoy yo, hay, hay..."
call_8c2ebe3761bb.wav,¿Qué es el que me gusta?
call_e3064936e37a.wav,
call_0847d7417bb1.wav,¿Para cuandoα coco me coste una monta? ¡Parayy! ¡Tara nettos! ¡No perdón! no lo salvo
call_cbad95f3aabc.wav,
call_f1b82a4a46f6.wav,"¿Por qué!? Yo tenis papeno aquí, ¿eh? Me lo nudingame. Me da esta esta esta esta esta esta esta esta esta esta... 3 1 2"
call_f6ce5de7ac09.wav,
call_7f82debeb19b.wav,¡Vencira la rasta! ¡Pranas por sal! Y... T... ¡Tienes malo de la casa! ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa?
call_70101b573bb2.wav,
call_1c1c0cce9fb5.wav,"La verdad es que no te ha dicho de hoy, ¿parte? No te ha dicho de hoy, ¿parte? Si, no me salió, te niente, me mude a la gente. Me voy a decir que te ente, yo te lo sé. No, te ente. Te es no decir, yo, sin que se te trecho, o no lo sé. No, no. Bueno, no. No es nada. No, no."
call_bf4ed1a05c84.wav,... ... ... ... ... ... ... ... ...
call_c87e905eb0d7.wav,¡Muyas!
call_3adbf4ac0f30.wav,"1, 2, 1, 3, 4. ¡Aplausos!"
call_2d2c74bdeb7b.wav,
call_6e83cb807322.wav,
call_8d75a71e6126.wav,
call_e58669998b76.wav,"Que nos hemos pasado? Porque nos ha teşekkürado como este a las altas Xinka. Que nos os vamos a ver que se va a me tejas en miως. Sí, hay cosas que se faz."
call_349b9fddaff0.wav,¿Qué es?
call_6058d9c5c82f.wav,
call_56f58de34ea0.wav,
call_6afd8cabf618.wav,¡Vamos!
call_ed020e30c242.wav,¿Qué es esto?
call_2741c273bfcc.wav,
call_e69e8ba551e4.wav,¿Quién ha llegado?
call_dcdbcc7d70e4.wav,
call_bd98a8224da0.wav,¿Ahora? ¿Ahora? ¿Ahora? ¿Fabales?
call_02d28871d7b3.wav,
call_f23bfe7d0e9e.wav,
call_95ccefc6e4ce.wav,
call_e2200941723b.wav,¿Ara? ¿Esta es tu raíz? Es tu raíz? ¿Esta es tu raíz? ¿Illa? Y ahí.
call_c1cbe639d50f.wav,. ¿Qué tal?
call_e0a8703be347.wav,
call_fa9e18dd83dd.wav,
call_850d796d23a7.wav,
call_4d8129939686.wav,
call_d72a7cb67eb0.wav,"1. 2. 2. 2. 2. 2. 3. 1. 3. 2. 2. 3. Y no tengo ni tiempo cerrado. Sí, dos, dos, ocho cuatro, cinco, cinco, seis. No ha sido todo mucho ráceo. Y no tengo ni tiempo cerrado."
call_b41c86402714.wav,¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh!
call_373750027ccd.wav,
call_a0fbbe7bfec4.wav,"No, de sero, sin cocinaré, te escocho, o nada. ¿Qué es el problema que se te he tenido en el momento? ¿Cómo te lo da? No, me he venido en el momento. ¿Sualmente te le he. Una serie? ¡Sumper si te presentes! ¡Presa acha a una vez!"
call_71fec5a6b017.wav,
call_924e8a27e4de.wav,de la base. ¡Laná!
call_a9d29125d786.wav,
call_198ef413fe4a.wav,"¡No, muchas gracias!"
call_b3f14bd5c2b6.wav,
call_d13e6463c6fb.wav,"Hola, buenas. Hola, ¿miren qué salió? No vestiré todo. Tengo que estar siendo sumando sin negar. Te he estado en emito su miso. Y, soy mi, vamos a dar una plusa. Si, uno no no no no no no no, no se se está."
call_b658b1155216.wav,
call_f202d4ff9f96.wav,"¿Denemos que no te queden que sincara a los tan, pero no te vas a quedar y que no me iba a estar. No te dieron sayer que es encerro, me dieron para que no lo ha hecho. ¡Sí! ¡Buenos! ¡Ehh, no le dieron! ¡Pen! ¡Sense que soy! ¡Para olo! ¡Nas que no se desinca! No, no, no, no, no."
call_8a9391c1823b.wav,No no no no no no no no no...
call_8d6cd93e02b8.wav,¿Qué es esto?
call_f9fbabf70f7e.wav,
call_387c5493a07f.wav,
call_8ae3fce602f3.wav,"Sobele y procuma, malo. Malo. Como es como? Pero se los hay, pero no hay de dos, se se te hay uno. ¡Qué cosa!"
call_b72eccd91b8c.wav,"¿Qué? No, ¿qué yo soy yo? ¿Qué yo soy yo? ¿Qué yo soy yo? ¿Qué yo soy yo? ¿Qué? ¿Qué yo soy yo?"
call_29e423c5b8aa.wav,"¡Ay, tres, tres, tres, tres, tres! ¡Sí! ¡No, no, no, no, no, no, no!"
call_4ac92327c83b.wav,O-O-O-O-O-O-O-O-O-O-O-O... T-T-T-T. Amamanado. ¿A te? ¿A te? ¿Cómo te?
call_b7c3a7552903.wav,¡Hien!
call_927c1f5f2007.wav,
call_4c8c40f7c2fd.wav,"¿Te han encargado a que te no reconozco? No, no, no. Ocho ocho dos tres. Yon, uno ojo dos tres. Yon, uno ojo dos tres. Yon, uno ojo dos tres. Uno, uno, uno, cuatro, siete. Es un caro que no le conozco, y en el vídeo chorea, justo. Y es un caro que le da la gente que se encuentran. Y no tengo de. Tanto tengo de. Yon, uno, uno, cuatro, siete. Yon, uno, cuatro, siete."
call_374f870c8124.wav,
call_4e9cec0da4ea.wav,"Ah-ha. ¿Qué haces? ¿Qué haces? ¿Qué haces? ¿Suala no me haces, Nari? ¿Ah-ha? ¿Qué hay, ¿qué lo has hecho en el pasión para que se va a hacer? ¿Qué?"
call_6971b2685c1d.wav,¿Por qué se ha traído en este momento? ¿se ha muerto en este momento?
call_c04725672945.wav,"Tomo, Tomo, Tomo, Tomo."
call_7744ab92baa3.wav,"¿No te he notado ni nada? No te he notado ni nada. ¿Sienca, ¿sienca? ¿Ara, ¿sienca, ¿do esto no me le he rechado?"
call_ca5206a4f854.wav,¿Qué? ¿Qué? ¿No va a ver? ¿Qué? ¿Qué? ¿Qué? ¿Qué? ¿Qué?
call_186e9d6ee732.wav,"y y y y no, no, no, no, no, no, no, no, elooooooo y que pasa"
call_5c9d19646f57.wav,
call_1bf0aa4d4324.wav,La luz de 4 o 5 segundos. Gracias.
call_565b6523733e.wav,
call_c3417b995627.wav,
call_a7df1d46e72b.wav,
call_29a23dea3118.wav,
call_03680846967f.wav,
call_0a9c546208d1.wav,Las 5 7 es la chose.
call_185e958a253b.wav,"no, no, no, no, no, no, no."
call_7b14e69a57bd.wav,¿Por qué? ¿Por qué?
call_fc8bda4b3374.wav,
call_312805f2b67f.wav,¿No lo hayas venido?
call_94a8c8502249.wav,¡Pero que no se acuerdas! ¡Pero que no! ¡Sum! ¡Pero que no! ¡Sum! ¡Ah!
call_8a570a10920b.wav,
call_05d6615469e1.wav,
call_0181ce113ebe.wav,
call_10aa0d1d33f0.wav,
call_d88d8e15e430.wav,
call_adf30039caa2.wav,¿Qué no te va? ¿Socie a planar? Se me talan. ¿Huh? No eres que no te pegui a lo que te piñan que te echó nada. Se me talan.
call_6b6499e4474f.wav,
call_415d987a1504.wav,¡Pero que no! ¡Pero que no! ¡Pero que no! ¡Pero que no! ¡Pero que no!
call_7d5b26105bb5.wav,
call_68544c09a58b.wav,¿No? ¿No? ¿No? ¿No? ¿No? ¿No? ¿No? ¿No?
call_0ab7d2a0c0f5.wav,"¿Tienes que de làos en el amor y en todo el mundo? No, no, es que no. Voy a ser en el numato. Se te presente que dos platón cinco. cinco no. ¡Ya!"
call_bc7120020303.wav,
call_9bb847dfc83e.wav,
call_f2ab1c408b36.wav,
call_ad8e23b11d98.wav,
call_e329faf2b6a1.wav,
call_39880aff21ed.wav,Y ahora yo tengo una tarea que traigo en mi vida. ¡Aquí!
call_fa26d1186721.wav,
call_a7c95e99f3b6.wav,
call_52bfee0220ab.wav,¿Qué es el que te he hecho?
call_6dfa70c50ea5.wav,
call_a3a1f51a4bf9.wav,¿Qué tal lo que pasa? ¿Qué pasa lo que pasa? ¿Qué tal lo que le nudo a su lado de? ¿Qué tal lo que pasa? ¿Qué tal lo que pasa? ¿Qué tal lo que pasa? ¿Qué tal lo que pasa?
call_91a25cd95998.wav,
call_ca184bb77a63.wav,
call_35966c559fcc.wav,
call_81b12145be34.wav,¿Qué es el que se dice? ¿Qué es el que se dice?
call_120d6007bcc1.wav,
call_d147a02786d2.wav,
call_8570ae0e7d61.wav,
call_5a6307557d57.wav,¡Pero no me gusta!
call_c3e9e24958f7.wav,
call_b382ffa5187d.wav,
call_925ba94f05a4.wav,¿Qué tal? ¿Qué tal? ¿Qué tal? ¿Qué tal? ¿Qué tal? ¿Qué tal? ¿Qué tal?
call_e0c1f661d9ca.wav,
call_b712f501aeb8.wav,Hace de la casa En el lugar que se llama la casa Es una點 que se llama la casa Me voy a hacer una點 que se llama la casa En el lugar que se llama la casa En el lugar que se llama la casa
call_ec545493459e.wav,... ... ... ... ... ... ...
call_1612f093f8b5.wav,¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala! ¡Ala!
call_d5d00276dd35.wav,... ... ... ... ... ... ... ... ... ... ... ...
call_989dad5aa1af.wav,
call_c6e878157063.wav,... ... ... ... ... ... ... ...
call_253156878935.wav,"Por centootras, los centos de la piso. No. Por centootras, la piso, lo que de la piso es que la piso es que de la piso es que se está ¡Honey!"
call_1a2f3635b411.wav,¿No? ¿No? ¿No?
call_7519d635bbbb.wav,
call_04d682ac0cef.wav,
call_a71916766a4f.wav,"¡No! ¡No! ¡No, no, no, no, no, no!"
call_a49598543013.wav,y
call_6c8d4490f8d7.wav,
call_ac80248cae29.wav,
call_8834a90f11cd.wav,"¡No, no, no!"
call_c6daaae3eb0f.wav,"de que no me voy a dejarlo. ¿No? ¡Ocho, ocho, ¡do a este! ¡Vono, uno, ¡váta, ¡sie!"
call_02c249d2f89d.wav,... ... ... ... ... ... ... ... ... ... ... ... ...
call_7d4f3b80384e.wav,
call_716d56beca2a.wav,"Después de hacer un poco de la cabeza, pues hay que decir que no me gusta. No, no, no, no. No, no. No, no, no. No, no, no. No, no. No. No, no, no. No, no. No, no, no. No, no, no. No, no. No. No, no. No, no, no."
call_fe828697f60d.wav,¿Qué es el que son? Es el que son. Es el que son. Es el que son.
call_678ee1dd2242.wav,
call_d80d9f6f7884.wav,"Pero no, no, no, no, no, no, no, no, no."
call_41fc5fd779c9.wav,¡Bien!
call_4789ebd9b148.wav,
call_c3a3ab5fa472.wav,
call_bdfa814252df.wav,
call_6756c4a91509.wav,¿No te puedo ni tan? ¿No te puedo ni tan?
call_488e7b893457.wav,"¿Puedes ver, no lo vas a ver. ¿Qué es la que se va a hacer en el que se ha visto? ¿Qué es la que me ha dicho? ¿Qué es el que ha dicho? ¿Sória con el que te le vi? ¡Achí, achí a la fe! ¡Puena una parte de ti!"
call_cf313f91b995.wav,¡Pues de mi grito!
call_10ceaf16fbbf.wav,"No, no, no, no."
call_b5c4803ea37c.wav,¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah! ¡Ah!
call_ed99e3ea3f0e.wav,
call_ed041799aed9.wav,¿Para qué? No me trae. No lo trae.
call_8ade6f74aa33.wav,
call_eed2c7389776.wav,¿Si no te va a poner? ¿Si no te va a poner?
call_23991b635849.wav,¿Qué hay? ¿Qué hay? ¿Aquí?
call_802282383eb2.wav,¿Qué hay que hacer? Ya no hay que hacer nada. Yo no hay que hacer nada.
call_4affad158a4c.wav,¡Te he! ¡Miren! ¡No! ¡Acho! ¡Oyo!
call_30c4f6565eec.wav,
call_fdc3a7dac09f.wav,
call_4f0dad5104b3.wav,
call_624a4731ab56.wav,
call_c509bc8280ae.wav,"No, no. No, no. No, no. No, no. No, no."
call_224586045e67.wav,¿Qué? ¿Y lo han encontrado en día?
call_47bef2f628eb.wav,"Vamos, vamos, vamos."
call_d557fa43925b.wav,¿Puerto o no? ¿Dóceo los que te he visto? Se hizo un chico de los dos. ¿Y por qué te doy el dos? ¿Dóceo? ¿Puerto o no? ¿Ena que te doy? Se dice ¿Puerto o no? ¿Dóceo? ¿Cierta chico? ¡Ya!
call_5a7a7e3c9588.wav,no me lo debo ver a la muchera que es un nuevo nuevo video que te ha hecho listo
call_ff4042587962.wav,
call_c337629bcbbb.wav,¿Y si? ¿Y si? ¿Y si? ¿Y si? ¿Y si? ¿Y si? ¿Y si? ¿Y si? ¿Y si?
call_b5cc1f8d8fee.wav,neue voy a dar ah ah ah ah ah ah ah
call_5823cd70919d.wav,
call_9741efdd34af.wav,
call_3b1bf9fab29d.wav,
