file_name,caller_transcript,intent,sentiment
call_97701e543c60.wav,¡No se me intento dar un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! ¡No hay un intoo! No hay un intoo,otro_general,neutro
call_0cf2f4a71328.wav,,otro_general,neutro
call_9dc1a304389f.wav,,otro_general,neutro
call_bf0384ed27ed.wav,"Caseo. ¿Cómo se puede decir que se le ha encumado tan? ¿De el que le muere? ¿Cómo me dieron a tocar? ¿Y cuando el consumir es que no le ha dado? ¿Y qué? ¿Y qué? ¿Me lo que es? Si, pero pues, no lo faras sin casión, bien, pasco a choconeras.",otro_general,neutro
call_acda78859d0d.wav,,otro_general,neutro
call_fdc44f969ade.wav,,otro_general,neutro
call_d437831f4543.wav,"La gente que no se va a hacer, es que se va a hacer.",otro_general,neutro
call_8c6b33721067.wav,", , , , , , , ¡Yita! ¡Acho a la zona una pataquita!",otro_general,neutro
call_064d8dd77899.wav,,otro_general,neutro
call_a426226cf8b9.wav,"No, no, no, no, no.",otro_general,neutro
call_f003741555a1.wav,"¿Ey, ¿qué traes? ¿Ele no es que tu suben que te asistro? ¿Pero que yo lo creo que no hay que ver ahí? ¡Ans, ¡en el que te va a ver! ¡Qué he cruzado! La Fiesta de la Talle.",otro_general,neutro
call_5f7a4b3e8ca9.wav,"Acha acha a los fe, se han ansipaticado. Por favor. Acha a los que no hay, acha a los que no hay, acha a los que no hay, acha a los que no hay. A ver. A ver, a la pata, a la pata, a los que no hay.",otro_general,neutro
call_957a8384caff.wav,,otro_general,neutro
call_a2aa58c1750b.wav,La vida de la escala.,otro_general,neutro
call_c1d95df7a179.wav,"¡No, no, no, no, no, no, no! ¡Vamos! ¡No! ¡Ah! ¡No, no, no, no! ¡No! ¡No, no!",otro_general,neutro
call_ddf2da1910f1.wav,,otro_general,neutro
call_3332ecee2806.wav,¡Vamos!,otro_general,neutro
call_37e63dcc8185.wav,,otro_general,neutro
call_7a345e2b0f37.wav,,otro_general,neutro
call_cea74e96e420.wav,,otro_general,neutro
call_e618b7b1fa5b.wav,"¡Nobie por ahora, ya!",otro_general,neutro
call_a8ca5b456ce4.wav,,otro_general,neutro
call_b96e9305d9a2.wav,"No, no. No, no, no. No, no. No. No.",otro_general,neutro
call_88cd54e1e505.wav,,otro_general,neutro
call_bac44092a11a.wav,¿Qué tal? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿A ver? No te llamo. La ostrega de uno en que te haces. ¿Opens mustache?,otro_general,neutro
call_34f4c668dbe8.wav,,otro_general,neutro
call_4e60206f7e8a.wav,,otro_general,neutro
call_c67ce09b3316.wav,La gente tiene que ver la gente que se va a ver.,otro_general,neutro
call_3cd08cbaf55c.wav,"No, vamos a ver.",otro_general,neutro
call_db5326bcb672.wav,"¡No, no, no!",otro_general,neutro
call_810e3066a7b4.wav,,otro_general,neutro
call_c4fc8a865292.wav,,otro_general,neutro
call_2cd6a0b37e59.wav,¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da?,otro_general,neutro
call_486215b37ca1.wav,"¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¡Claro, vamos!",otro_general,neutro
call_5e4539a471f6.wav,"Piousklo que hay algo que no me lo har. ¡Pocí que puede, que es una parte de un poco más de más de el mundo! Seguía a un poco, desde la primera vez. ¿Quién va a ser a una parte de un poco? Y la que puede ser, como? La parte de un poco de un poco, como con todo el mundo.",otro_general,neutro
call_098d8081babe.wav,,otro_general,neutro
call_d4518fcb700a.wav,,otro_general,neutro
call_feaca5a8cd14.wav,"¿Qué es? ¿No es lo que os trae si uno o uno para tu chete? No te nancimos y ya te nancó a tu chete. ¿Qué es lo que te has sacido? Si tu chete, lo que os trae si uno para tu chete. ¿A que te trae si uno para tu chete? Claro, me debo rechone todo el conecración, porque ya le trae si uno a tu chete. Pero si no le digo, ¿qué es lo que os trae si uno para tu chete? Yo, es lo que os trae si uno para tu chete. Pero si no le lo trae, no le lo trae, no le lo que os trae. Pues mis puntos, pues me continuo. Ahora nos es algo… ¿ Marianas fueron a mis puntos? Pero tenía otra sola domina, como sones decir? ¿Cómo son mis dos? C��고 en un minutes frente a esos dos.",otro_general,neutro
call_a7ea289a43fd.wav,"Si, ¿qué es la que os voy a traer? Si, si, si, si, si, si, si, si, si... Si, pero si, si, si, si, si, si, si, si, si, si, si, si, si...",otro_general,neutro
call_8f8e2145bc91.wav,,otro_general,neutro
call_b5840ec7dd5e.wav,,otro_general,neutro
call_569ffb0869eb.wav,"No, no, no, no, no.",otro_general,neutro
call_c21f9cf2390e.wav,¿Y qué? ¿Y qué? ¿Y qué?,otro_general,neutro
call_7a250598cb8b.wav,Y ahí.,otro_general,neutro
call_3f3ac4984431.wav,,otro_general,neutro
call_ce3072c8e106.wav,"A ti, es que cada vez les monta un cento sin tener un desespero a mis, me dejó ni un desespero. Solo lo pongo a mi dos, en el que hay de no ir a la razón de la mañana. Ah, eh. Ya lo hay de que lo se chintiguo a dos y cuando se sente sin pasar, se lo sé. Ah, eh.",otro_general,neutro
call_70de89818ee5.wav,,otro_general,neutro
call_1ad99899456c.wav,,otro_general,neutro
call_9a3d5b0a64a3.wav,"¿Qué es el que me ha pasado? ¿Y si? ¿Y si? Si. ¿Y si? ¿Y si? Si. Si. ¿Y si? Si. Si. Si. Si. Si. Si. Si. Si. Si. Si. Sí. Si. ¿Y si? Si. ¿Y si? Mkeeperso. s. Sí. Y este, ¿y si? Si.",otro_general,neutro
call_b78e6c8e05d3.wav,"Esta es la suceso. Esta es la suceso. tore, ¿Qué tal es?",otro_general,neutro
call_65a7cdefc22d.wav,,otro_general,neutro
call_6d88a2e95795.wav,¿Qué es el que te ha dicho? ...,otro_general,neutro
call_3ca96b2dd5c4.wav,¡Pero yo no hay nada que lo ha hecho tiempo!,otro_general,neutro
call_11d3230256a1.wav,"Entonces, en el día de hoy vamos a hacer una tira que no lo grito. Si, si, si, si, si, si, si, si, si, si. Acho acho dos tres. No uno clatociate. Si. Si, si, si, si, si, si, si, si.",otro_general,neutro
call_52ba7c3bd761.wav,"No, no, no, no, no, no.",otro_general,neutro
call_f0ad1cf1aa6a.wav,,otro_general,neutro
call_8cafd2754e55.wav,,otro_general,neutro
call_0e101713ee94.wav,,otro_general,neutro
call_b2594d9c3ffd.wav,"¡Hissur, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah...",otro_general,neutro
call_092aef8d1243.wav,,otro_general,neutro
call_578504f9f39e.wav,,otro_general,neutro
call_7ae75e4aa32f.wav,"Si, no, no, no, no, no, no.",otro_general,neutro
call_c49b6face6c3.wav,,otro_general,neutro
call_51851f91f064.wav,Como suéfono y todo lo que hacen es...,otro_general,neutro
call_a766613f8c8a.wav,"Y en el tema de la persona no hay que tener una persona, y en el caso de la persona no hay que tener una persona. ¡Está en el caso de la persona!",otro_general,neutro
call_01bf49059daf.wav,¿Qué tal? ¿Qué tal? ¿Qué tal?,otro_general,neutro
call_ec58505fc522.wav,"¡No, no!",otro_general,neutro
call_54a09817b7e2.wav,"¡No, no, no, no, no.",otro_general,neutro
call_1761edbd6952.wav,"Ángelo, abraz. Ufff, ¡Ay, ay, ay, ay! Ufff, ay... Ufff, ay, ay... Ufff... Ufff... Ufff... Ufff... Ufff...",otro_general,neutro
call_29f2b21b3d8a.wav,,otro_general,neutro
call_6b0cc9c966a1.wav,¡Vas a tu!,otro_general,neutro
call_24e1989c4d6d.wav,truly chr,otro_general,neutro
call_290aacdf95ca.wav,¿Qué es el que se ha dicho? ¿Pueso está bien?,otro_general,neutro
call_b167dd907a80.wav,,otro_general,neutro
call_e3f555297277.wav,"¡No, no, no, no, no!",otro_general,neutro
call_fce92bad5095.wav,,otro_general,neutro
call_8ed994ce484f.wav,,otro_general,neutro
call_ce6146a1c53e.wav,,otro_general,neutro
call_d3e854cbb77d.wav,¡Pero va a encontrar el balcán de la verdad! ¡Pencán y lo que no... ¡Pero encontrar el balcán de la verdad! ¡Puna la verdad! ¡Ah!,otro_general,neutro
call_750153d8eb40.wav,,otro_general,neutro
call_1cc930924760.wav,,otro_general,neutro
call_c5b04c36bb62.wav,"¿Qué? ¿Qué? Tú... Tú. No, tú. No, no.",otro_general,neutro
call_6b31fbd81fc3.wav,"¿Ahora es el que se hace? A ver el que tiene que ver... ¿Por qué no os debo a ser una gente? No, pero a ver. ¿Por qué no lo vamos a hacer? ¿Que sientes? No, no. No, no. No, es que no es. No, no, es que no. No, es. No, es. No, es. No, es. No, es. No, es. No, es. No, es.",otro_general,neutro
call_cbb902adb22a.wav,"¿ques? ¿sí? Me he visto un contigo en elμα de rustio, ¿sí? Si, si, si... Si, si... Si, si, si, si... Si, si, si, si, si... Si traí, si, si, si... Si, si, si... Si, si... Si, si... Si, si, si... Si, si, si...",otro_general,neutro
call_f1372119b403.wav,1. 2. 2. 2. 3. 2. 2. 4. 3. 4. 4. 4. 2. 4. 3. 5. 6. 4. 2. 5. 4.,otro_general,neutro
call_e4d9c2e0947a.wav,"Por lo mismo, es pronto y no lo hagan salido, pero no hay dos días, no hay una vez más que no hay una vez más que no hay. Si, tengo una rola y vamos a llamar este de los, tengo una rola y este de tres, tres, y se lo sé, no hay dos, ocho. No, es igual a tres, tres, y se lo sé, y le dos, ocho. Estén en dos, y le tengo un mismo tiempo, y se les creen que se les creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen. Sí, pues es bueno. No, es igual a tres.",otro_general,positivo
call_88d7858b7921.wav,"La gente que se llama el mundo, es que se llama el mundo.",otro_general,neutro
call_bc2c7c34acea.wav,¡Ahora!,otro_general,neutro
call_018c9d3823ac.wav,,otro_general,neutro
call_4b1bec58d02d.wav,,otro_general,neutro
call_f331303c4fb8.wav,"Y, cuando le voy, cuando le voy, cuando le voy, cuando le voy, cuando le voy. Tengo la rí. No le fanos en el café que cae, se ha hecho con los. Sí. ¡No, no, no!",otro_general,neutro
call_4c278007298d.wav,,otro_general,neutro
call_60ffdefc5f5a.wav,"Y yo, estoy grande, de ti.",otro_general,neutro
call_d38f7d5159e7.wav,,otro_general,neutro
call_e6c59d28e6d7.wav,¿Qué es el que no te dice? ¿Qué es el que no te dice? ¿Qué es el que no te dice?,otro_general,neutro
call_810c24005ecc.wav,,otro_general,neutro
call_81b98c77cf99.wav,,otro_general,neutro
call_e3084824935d.wav,"¡Ada, ada, ada, ada, ada!",otro_general,neutro
call_e118b75d4937.wav,Pero te recomiendo una vez que le las...,otro_general,neutro
call_d13864e1e455.wav,¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa?,otro_general,neutro
call_dc1a55102190.wav,¡Para que me pese a prenda!,otro_general,neutro
call_9083846f078a.wav,,otro_general,neutro
call_e2d538297f0c.wav,"¡Sí! Y para que te peceso. Y ¡¿Y Siempre nos ha hecho una nueva edición? En concepto, si le da bien más que máximo, pero sí, es algo de los equipamentos, y fue por el desicción deawatable. Hola, está bien. Si, ¿o atocate o sea y te serán? ¿o chómero? ¿Nara es? Ah, sí, no, no, no, no, no. Me cojo que está, te sancar, te sancar, me va a decir, yo.",otro_general,neutro
call_abf730747901.wav,"aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca... ...to high. But you can't see anything... ...dificent... ...constant... Uh, lo para pongo en tonto de casi y lo siento? Creo que... ...pero esta clase en el carro, lo siento... Cualidades. ¡Pues! ¡Esto, es una dasión! ¡Pues! ¡¿Cualidades! ¿D Sorry, si? ¡Nos, cuáles! ¿Esto es una dosión? ¿¡Tienes unos dos, Ai?",otro_general,neutro
call_a6481017c744.wav,¡Hasta la casa! ¡Ada la casa!,otro_general,neutro
call_9f11e2c5441c.wav,y la la y la la la la la la la la la la la la esta ¡No!,otro_general,neutro
call_01c3806808d6.wav,,otro_general,neutro
call_fff8cae57de7.wav,"Este es David, que se lo ha dicho en el banco de la ley. En el vídeo se ha dicho en el banco de la ley. ¡Para, te dije! ¡Ode, está!",otro_general,neutro
call_8d3ea77f4bb4.wav,"Y con el descho uno aquí. 3, 3, 4, 5, y mal de dos a 1. Y ahora. Sí. Y el corto. ¿Qué es todo esto?",otro_general,negativo
call_64637c20ee66.wav,,otro_general,neutro
call_9c2dbbd1fe2e.wav,,otro_general,neutro
call_8a61615c9927.wav,,otro_general,neutro
call_8893de2fe204.wav,,otro_general,neutro
call_f27db4ab1f5a.wav,,otro_general,neutro
call_7601ac7d4fbf.wav,,otro_general,neutro
call_e9bd33cdb226.wav,"¿No te repuny tan bien que le tiene que tener eso? Sí. No te no. Por favor. Sí, es una una una de los que se dice. Y ahora vamos a hacer un poco de la",otro_general,neutro
call_8e6c9fa78a21.wav,¿Qué es el que te tengas en este?,otro_general,neutro
call_1ee2936b46a7.wav,masse.,otro_general,neutro
call_9491f635b944.wav,"Y ahora vamos a ver cómo va. que ¿Suejo si el cabrón en este momento? ¿Como no es el momento? No, no. No, no. Si no es el momento. No, no. Si no, sí. No, no. No, no, no. No. No, no, no. No, no, no, no. No, no, no. No.",otro_general,neutro
call_743448b8a861.wav,,otro_general,neutro
call_3d69be34ef44.wav,... ...,otro_general,neutro
call_450b4e13468b.wav,,otro_general,neutro
call_0294f969f98b.wav,y,otro_general,neutro
call_2d4374d86df7.wav,,otro_general,neutro
call_74b20933dd43.wav,¿Qué te he dicho? ¿Qué te he dicho?,otro_general,neutro
call_d89caa393417.wav,,otro_general,neutro
call_2a34be1bd407.wav,"¡Vado, ¿vato? ¡Cate, te veo! ¡Ochona, me ha detecido!",otro_general,neutro
call_4baef170cf46.wav,,otro_general,neutro
call_bd2262567810.wav,,otro_general,neutro
call_bba20372ca37.wav,,otro_general,neutro
call_57f113803718.wav,"Hola, hola, hola y hoy yo, hay, hay...",otro_general,neutro
call_8c2ebe3761bb.wav,¿Qué es el que me gusta?,otro_general,neutro
call_e3064936e37a.wav,,otro_general,neutro
call_0847d7417bb1.wav,¿Para cuandoα coco me coste una monta? ¡Parayy! ¡Tara nettos! ¡No perdón! no lo salvo,otro_general,neutro
call_cbad95f3aabc.wav,,otro_general,neutro
call_f1b82a4a46f6.wav,"¿Por qué!? Yo tenis papeno aquí, ¿eh? Me lo nudingame. Me da esta esta esta esta esta esta esta esta esta esta... 3 1 2",otro_general,neutro
call_f6ce5de7ac09.wav,,otro_general,neutro
call_7f82debeb19b.wav,¡Vencira la rasta! ¡Pranas por sal! Y... T... ¡Tienes malo de la casa! ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa?,otro_general,negativo
call_70101b573bb2.wav,,otro_general,neutro
call_1c1c0cce9fb5.wav,"La verdad es que no te ha dicho de hoy, ¿parte? No te ha dicho de hoy, ¿parte? Si, no me salió, te niente, me mude a la gente. Me voy a decir que te ente, yo te lo sé. No, te ente. Te es no decir, yo, sin que se te trecho, o no lo sé. No, no. Bueno, no. No es nada. No, no.",otro_general,positivo
call_bf4ed1a05c84.wav,... ... ... ... ... ... ... ... ...,otro_general,neutro
call_c87e905eb0d7.wav,¡Muyas!,otro_general,neutro
call_3adbf4ac0f30.wav,"1, 2, 1, 3, 4. ¡Aplausos!",otro_general,neutro
call_2d2c74bdeb7b.wav,,otro_general,neutro
call_6e83cb807322.wav,,otro_general,neutro
call_8d75a71e6126.wav,,otro_general,neutro
call_e58669998b76.wav,"Que nos hemos pasado? Porque nos ha teşekkürado como este a las altas Xinka. Que nos os vamos a ver que se va a me tejas en miως. Sí, hay cosas que se faz.",otro_general,neutro
call_349b9fddaff0.wav,¿Qué es?,otro_general,neutro
call_6058d9c5c82f.wav,,otro_general,neutro
call_56f58de34ea0.wav,,otro_general,neutro
call_6afd8cabf618.wav,¡Vamos!,otro_general,neutro
call_ed020e30c242.wav,¿Qué es esto?,otro_general,neutro
call_2741c273bfcc.wav,,otro_general,neutro
call_e69e8ba551e4.wav,¿Quién ha llegado?,otro_general,neutro
call_dcdbcc7d70e4.wav,,otro_general,neutro
call_bd98a8224da0.wav,¿Ahora? ¿Ahora? ¿Ahora? ¿Fabales?,otro_general,neutro
call_02d28871d7b3.wav,,otro_general,neutro
call_f23bfe7d0e9e.wav,,otro_general,neutro
call_95ccefc6e4ce.wav,,otro_general,neutro
call_e2200941723b.wav,¿Ara? ¿Esta es tu raíz? Es tu raíz? ¿Esta es tu raíz? ¿Illa? Y ahí.,otro_general,neutro
call_c1cbe639d50f.wav,. ¿Qué tal?,otro_general,neutro
call_e0a8703be347.wav,,otro_general,neutro
call_fa9e18dd83dd.wav,,otro_general,neutro
call_850d796d23a7.wav,,otro_general,neutro
call_4d8129939686.wav,,otro_general,neutro
call_d72a7cb67eb0.wav,"1. 2. 2. 2. 2. 2. 3. 1. 3. 2. 2. 3. Y no tengo ni tiempo cerrado. Sí, dos, dos, ocho cuatro, cinco, cinco, seis. No ha sido todo mucho ráceo. Y no tengo ni tiempo cerrado.",otro_general,neutro
call_b41c86402714.wav,¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh!,otro_general,neutro
call_373750027ccd.wav,,otro_general,neutro
call_a0fbbe7bfec4.wav,"No, de sero, sin cocinaré, te escocho, o nada. ¿Qué es el problema que se te he tenido en el momento? ¿Cómo te lo da? No, me he venido en el momento. ¿Sualmente te le he. Una serie? ¡Sumper si te presentes! ¡Presa acha a una vez!",otro_general,neutro
call_71fec5a6b017.wav,,otro_general,neutro
call_924e8a27e4de.wav,de la base. ¡Laná!,otro_general,neutro
call_a9d29125d786.wav,,otro_general,neutro
call_198ef413fe4a.wav,"¡No, muchas gracias!",otro_general,positivo
call_b3f14bd5c2b6.wav,,otro_general,neutro
call_d13e6463c6fb.wav,"Hola, buenas. Hola, ¿miren qué salió? No vestiré todo. Tengo que estar siendo sumando sin negar. Te he estado en emito su miso. Y, soy mi, vamos a dar una plusa. Si, uno no no no no no no no, no se se está.",otro_general,neutro
call_b658b1155216.wav,,otro_general,neutro
call_f202d4ff9f96.wav,"¿Denemos que no te queden que sincara a los tan, pero no te vas a quedar y que no me iba a estar. No te dieron sayer que es encerro, me dieron para que no lo ha hecho. ¡Sí! ¡Buenos! ¡Ehh, no le dieron! ¡Pen! ¡Sense que soy! ¡Para olo! ¡Nas que no se desinca! No, no, no, no, no.",otro_general,positivo
call_8a9391c1823b.wav,No no no no no no no no no...,otro_general,neutro
call_8d6cd93e02b8.wav,¿Qué es esto?,otro_general,neutro
call_f9fbabf70f7e.wav,,otro_general,neutro
call_387c5493a07f.wav,,otro_general,neutro
call_8ae3fce602f3.wav,"Sobele y procuma, malo. Malo. Como es como? Pero se los hay, pero no hay de dos, se se te hay uno. ¡Qué cosa!",otro_general,negativo
call_b72eccd91b8c.wav,"¿Qué? No, ¿qué yo soy yo? ¿Qué yo soy yo? ¿Qué yo soy yo? ¿Qué yo soy yo? ¿Qué? ¿Qué yo soy yo?",otro_general,neutro
call_29e423c5b8aa.wav,"¡Ay, tres, tres, tres, tres, tres! ¡Sí! ¡No, no, no, no, no, no, no!",otro_general,neutro
call_4ac92327c83b.wav,O-O-O-O-O-O-O-O-O-O-O-O... T-T-T-T. Amamanado. ¿A te? ¿A te? ¿Cómo te?,otro_general,neutro
call_b7c3a7552903.wav,¡Hien!,otro_general,neutro
call_927c1f5f2007.wav,,otro_general,neutro
call_4c8c40f7c2fd.wav,"¿Te han encargado a que te no reconozco? No, no, no. Ocho ocho dos tres. Yon, uno ojo dos tres. Yon, uno ojo dos tres. Yon, uno ojo dos tres. Uno, uno, uno, cuatro, siete. Es un caro que no le conozco, y en el vídeo chorea, justo. Y es un caro que le da la gente que se encuentran. Y no tengo de. Tanto tengo de. Yon, uno, uno, cuatro, siete. Yon, uno, cuatro, siete.",otro_general,neutro
call_374f870c8124.wav,,otro_general,neutro
call_4e9cec0da4ea.wav,"Ah-ha. ¿Qué haces? ¿Qué haces? ¿Qué haces? ¿Suala no me haces, Nari? ¿Ah-ha? ¿Qué hay, ¿qué lo has hecho en el pasión para que se va a hacer? ¿Qué?",otro_general,neutro
call_6971b2685c1d.wav,¿Por qué se ha traído en este momento? ¿se ha muerto en este momento?,otro_general,neutro
call_c04725672945.wav,"Tomo, Tomo, Tomo, Tomo.",otro_general,neutro
call_7744ab92baa3.wav,"¿No te he notado ni nada? No te he notado ni nada. ¿Sienca, ¿sienca? ¿Ara, ¿sienca, ¿do esto no me le he rechado?",otro_general,neutro
call_ca5206a4f854.wav,¿Qué? ¿Qué? ¿No va a ver? ¿Qué? ¿Qué? ¿Qué? ¿Qué? ¿Qué?,otro_general,neutro
call_186e9d6ee732.wav,"y y y y no, no, no, no, no, no, no, no, elooooooo y que pasa",otro_general,neutro
call_5c9d19646f57.wav,,otro_general,neutro
call_1bf0aa4d4324.wav,La luz de 4 o 5 segundos. Gracias.,otro_general,positivo
call_565b6523733e.wav,,otro_general,neutro
call_c3417b995627.wav,,otro_general,neutro
call_a7df1d46e72b.wav,,otro_general,neutro
call_29a23dea3118.wav,,otro_general,neutro
call_03680846967f.wav,,otro_general,neutro
call_0a9c546208d1.wav,Las 5 7 es la chose.,otro_general,neutro
call_185e958a253b.wav,"no, no, no, no, no, no, no.",otro_general,neutro
call_7b14e69a57bd.wav,¿Por qué? ¿Por qué?,otro_general,neutro
call_fc8bda4b3374.wav,,otro_general,neutro
call_312805f2b67f.wav,¿No lo hayas venido?,otro_general,neutro
call_94a8c8502249.wav,¡Pero que no se acuerdas! ¡Pero que no! ¡Sum! ¡Pero que no! ¡Sum! ¡Ah!,otro_general,neutro
call_8a570a10920b.wav,,otro_general,neutro
call_05d6615469e1.wav,,otro_general,neutro
call_0181ce113ebe.wav,,otro_general,neutro
call_10aa0d1d33f0.wav,,otro_general,neutro
call_d88d8e15e430.wav,,otro_general,neutro
call_adf30039caa2.wav,¿Qué no te va? ¿Socie a planar? Se me talan. ¿Huh? No eres que no te pegui a lo que te piñan que te echó nada. Se me talan.,otro_general,neutro
call_6b6499e4474f.wav,,otro_general,neutro
call_415d987a1504.wav,¡Pero que no! ¡Pero que no! ¡Pero que no! ¡Pero que no! ¡Pero que no!,otro_general,neutro
call_7d5b26105bb5.wav,,otro_general,neutro
call_68544c09a58b.wav,¿No? ¿No? ¿No? ¿No? ¿No? ¿No? ¿No? ¿No?,otro_general,neutro
call_0ab7d2a0c0f5.wav,"¿Tienes que de làos en el amor y en todo el mundo? No, no, es que no. Voy a ser en el numato. Se te presente que dos platón cinco. cinco no. ¡Ya!",otro_general,neutro
call_bc7120020303.wav,,otro_general,neutro
call_9bb847dfc83e.wav,,otro_general,neutro
call_f2ab1c408b36.wav,,otro_general,neutro
call_ad8e23b11d98.wav,,otro_general,neutro
call_e329faf2b6a1.wav,,otro_general,neutro
call_39880aff21ed.wav,Y ahora yo tengo una tarea que traigo en mi vida. ¡Aquí!,otro_general,neutro
call_fa26d1186721.wav,,otro_general,neutro
call_a7c95e99f3b6.wav,,otro_general,neutro
