file_name,caller_transcript,intent,sentiment,duration_sec,rms_energy,silence_percentage
call_cea74e96e420.wav,,otro_general,neutro,129.28,3894.82,75.5
call_e618b7b1fa5b.wav,"¡Nobie por ahora, ya!",otro_general,neutro,132.52,951.42,91.75
call_a8ca5b456ce4.wav,,otro_general,neutro,162.58,4132.26,72.81
call_b96e9305d9a2.wav,"No, no. No, no, no. No, no. No. No.",otro_general,neutro,137.94,1147.38,86.32
call_88cd54e1e505.wav,,otro_general,neutro,131.34,4005.26,82.31
call_bac44092a11a.wav,¿Qué tal? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿Y en el momento que está haciendo un tipo de niente? ¿A ver? No te llamo. La ostrega de uno en que te haces. ¿Opens mustache?,otro_general,neutro,164.68,857.73,89.39
call_34f4c668dbe8.wav,,otro_general,neutro,223.36,1151.85,86.37
call_4e60206f7e8a.wav,,otro_general,neutro,99.98,1531.52,82.81
call_c67ce09b3316.wav,La gente tiene que ver la gente que se va a ver.,otro_general,neutro,141.46,1004.81,92.98
call_3cd08cbaf55c.wav,"No, vamos a ver.",otro_general,neutro,139.64,1440.26,83.27
call_db5326bcb672.wav,"¡No, no, no!",otro_general,neutro,195.98,1457.04,85.08
call_810e3066a7b4.wav,,otro_general,neutro,130.34,1257.19,88.37
call_c4fc8a865292.wav,,otro_general,neutro,177.06,1215.54,87.33
call_2cd6a0b37e59.wav,¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da? ¿Qué tú le da?,otro_general,neutro,114.32,2915.12,87.85
call_486215b37ca1.wav,"¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¿Qué es el que vamos a hacer? ¡Claro, vamos!",otro_general,neutro,140.26,1378.88,81.35
call_5e4539a471f6.wav,"Piousklo que hay algo que no me lo har. ¡Pocí que puede, que es una parte de un poco más de más de el mundo! Seguía a un poco, desde la primera vez. ¿Quién va a ser a una parte de un poco? Y la que puede ser, como? La parte de un poco de un poco, como con todo el mundo.",otro_general,neutro,96.24,2396.95,51.74
call_098d8081babe.wav,,otro_general,neutro,147.9,3574.56,83.59
call_d4518fcb700a.wav,,otro_general,neutro,144.4,3834.06,71.63
call_feaca5a8cd14.wav,"¿Qué es? ¿No es lo que os trae si uno o uno para tu chete? No te nancimos y ya te nancó a tu chete. ¿Qué es lo que te has sacido? Si tu chete, lo que os trae si uno para tu chete. ¿A que te trae si uno para tu chete? Claro, me debo rechone todo el conecración, porque ya le trae si uno a tu chete. Pero si no le digo, ¿qué es lo que os trae si uno para tu chete? Yo, es lo que os trae si uno para tu chete. Pero si no le lo trae, no le lo trae, no le lo que os trae. Pues mis puntos, pues me continuo. Ahora nos es algo… ¿ Marianas fueron a mis puntos? Pero tenía otra sola domina, como sones decir? ¿Cómo son mis dos? C��고 en un minutes frente a esos dos.",otro_general,neutro,211.72,1755.24,74.32
call_a7ea289a43fd.wav,"Si, ¿qué es la que os voy a traer? Si, si, si, si, si, si, si, si, si... Si, pero si, si, si, si, si, si, si, si, si, si, si, si, si...",otro_general,neutro,168.32,1353.81,78.42
call_8f8e2145bc91.wav,,otro_general,neutro,119.74,963.66,86.43
call_b5840ec7dd5e.wav,,otro_general,neutro,135.68,3138.87,76.84
call_569ffb0869eb.wav,"No, no, no, no, no.",otro_general,neutro,134.38,932.97,86.18
call_c21f9cf2390e.wav,¿Y qué? ¿Y qué? ¿Y qué?,otro_general,neutro,153.26,2881.77,82.36
call_7a250598cb8b.wav,Y ahí.,otro_general,neutro,152.14,1955.23,81.04
call_3f3ac4984431.wav,,otro_general,neutro,174.14,816.19,86.79
call_ce3072c8e106.wav,"A ti, es que cada vez les monta un cento sin tener un desespero a mis, me dejó ni un desespero. Solo lo pongo a mi dos, en el que hay de no ir a la razón de la mañana. Ah, eh. Ya lo hay de que lo se chintiguo a dos y cuando se sente sin pasar, se lo sé. Ah, eh.",otro_general,neutro,131.18,2641.09,77.5
call_70de89818ee5.wav,,otro_general,neutro,170.0,1521.29,77.16
call_1ad99899456c.wav,,otro_general,neutro,178.06,4297.56,73.83
call_9a3d5b0a64a3.wav,"¿Qué es el que me ha pasado? ¿Y si? ¿Y si? Si. ¿Y si? ¿Y si? Si. Si. ¿Y si? Si. Si. Si. Si. Si. Si. Si. Si. Si. Si. Sí. Si. ¿Y si? Si. ¿Y si? Mkeeperso. s. Sí. Y este, ¿y si? Si.",otro_general,neutro,214.72,1932.11,82.25
call_b78e6c8e05d3.wav,"Esta es la suceso. Esta es la suceso. tore, ¿Qué tal es?",otro_general,neutro,133.22,1061.81,89.76
call_65a7cdefc22d.wav,,otro_general,neutro,131.78,2038.11,88.63
call_6d88a2e95795.wav,¿Qué es el que te ha dicho? ...,otro_general,neutro,153.5,1041.73,88.96
call_3ca96b2dd5c4.wav,¡Pero yo no hay nada que lo ha hecho tiempo!,otro_general,neutro,211.9,1491.63,86.49
call_11d3230256a1.wav,"Entonces, en el día de hoy vamos a hacer una tira que no lo grito. Si, si, si, si, si, si, si, si, si, si. Acho acho dos tres. No uno clatociate. Si. Si, si, si, si, si, si, si, si.",otro_general,neutro,123.16,1576.66,88.01
call_52ba7c3bd761.wav,"No, no, no, no, no, no.",otro_general,neutro,145.34,1421.87,81.77
call_f0ad1cf1aa6a.wav,,otro_general,neutro,127.94,3770.74,80.72
call_8cafd2754e55.wav,,otro_general,neutro,175.7,3146.77,79.79
call_0e101713ee94.wav,,otro_general,neutro,209.34,987.16,86.98
call_b2594d9c3ffd.wav,"¡Hissur, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah...",otro_general,neutro,184.14,2233.47,75.81
call_092aef8d1243.wav,,otro_general,neutro,134.76,981.29,91.78
call_578504f9f39e.wav,,otro_general,neutro,147.56,3931.41,79.89
call_7ae75e4aa32f.wav,"Si, no, no, no, no, no, no.",otro_general,neutro,242.82,3266.19,80.53
call_c49b6face6c3.wav,,otro_general,neutro,122.02,1899.6,87.67
call_51851f91f064.wav,Como suéfono y todo lo que hacen es...,otro_general,neutro,131.2,1117.19,89.49
call_a766613f8c8a.wav,"Y en el tema de la persona no hay que tener una persona, y en el caso de la persona no hay que tener una persona. ¡Está en el caso de la persona!",otro_general,neutro,93.74,1281.21,84.96
call_01bf49059daf.wav,¿Qué tal? ¿Qué tal? ¿Qué tal?,otro_general,neutro,215.9,3149.76,76.2
call_ec58505fc522.wav,"¡No, no!",otro_general,neutro,133.46,2616.55,84.9
call_54a09817b7e2.wav,"¡No, no, no, no, no.",otro_general,neutro,124.62,3549.26,84.03
call_1761edbd6952.wav,"Ángelo, abraz. Ufff, ¡Ay, ay, ay, ay! Ufff, ay... Ufff, ay, ay... Ufff... Ufff... Ufff... Ufff... Ufff...",otro_general,neutro,163.94,1318.95,81.72
call_29f2b21b3d8a.wav,,otro_general,neutro,140.12,2087.82,77.35
call_6b0cc9c966a1.wav,¡Vas a tu!,otro_general,neutro,153.0,882.07,89.69
call_24e1989c4d6d.wav,truly chr,otro_general,neutro,155.72,1716.8,62.89
call_290aacdf95ca.wav,¿Qué es el que se ha dicho? ¿Pueso está bien?,otro_general,neutro,134.12,3296.87,88.55
call_b167dd907a80.wav,,otro_general,neutro,160.54,2578.69,75.9
call_e3f555297277.wav,"¡No, no, no, no, no!",otro_general,neutro,124.52,1988.19,87.41
call_fce92bad5095.wav,,otro_general,neutro,185.18,1107.31,87.47
call_8ed994ce484f.wav,,otro_general,neutro,167.34,3873.55,78.36
call_ce6146a1c53e.wav,,otro_general,neutro,174.32,3809.66,80.41
call_d3e854cbb77d.wav,¡Pero va a encontrar el balcán de la verdad! ¡Pencán y lo que no... ¡Pero encontrar el balcán de la verdad! ¡Puna la verdad! ¡Ah!,otro_general,neutro,149.36,1068.2,90.88
call_750153d8eb40.wav,,otro_general,neutro,140.48,1010.59,88.01
call_1cc930924760.wav,,otro_general,neutro,117.46,2350.6,51.62
call_c5b04c36bb62.wav,"¿Qué? ¿Qué? Tú... Tú. No, tú. No, no.",otro_general,neutro,137.28,3623.63,56.99
call_6b31fbd81fc3.wav,"¿Ahora es el que se hace? A ver el que tiene que ver... ¿Por qué no os debo a ser una gente? No, pero a ver. ¿Por qué no lo vamos a hacer? ¿Que sientes? No, no. No, no. No, es que no es. No, no, es que no. No, es. No, es. No, es. No, es. No, es. No, es. No, es. No, es.",otro_general,neutro,162.5,2322.21,59.42
call_cbb902adb22a.wav,"¿ques? ¿sí? Me he visto un contigo en elμα de rustio, ¿sí? Si, si, si... Si, si... Si, si, si, si... Si, si, si, si, si... Si traí, si, si, si... Si, si, si... Si, si... Si, si... Si, si, si... Si, si, si...",otro_general,neutro,167.3,1059.66,88.35
call_f1372119b403.wav,1. 2. 2. 2. 3. 2. 2. 4. 3. 4. 4. 4. 2. 4. 3. 5. 6. 4. 2. 5. 4.,otro_general,neutro,240.38,1021.45,58.22
call_e4d9c2e0947a.wav,"Por lo mismo, es pronto y no lo hagan salido, pero no hay dos días, no hay una vez más que no hay una vez más que no hay. Si, tengo una rola y vamos a llamar este de los, tengo una rola y este de tres, tres, y se lo sé, no hay dos, ocho. No, es igual a tres, tres, y se lo sé, y le dos, ocho. Estén en dos, y le tengo un mismo tiempo, y se les creen que se les creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen que se le creen. Sí, pues es bueno. No, es igual a tres.",otro_general,positivo,118.48,1929.67,82.36
call_88d7858b7921.wav,"La gente que se llama el mundo, es que se llama el mundo.",otro_general,neutro,142.46,4166.36,73.04
call_bc2c7c34acea.wav,¡Ahora!,otro_general,neutro,191.72,1454.82,89.48
call_018c9d3823ac.wav,,otro_general,neutro,128.22,4437.39,78.66
call_4b1bec58d02d.wav,,otro_general,neutro,213.5,3720.99,50.03
call_f331303c4fb8.wav,"Y, cuando le voy, cuando le voy, cuando le voy, cuando le voy, cuando le voy. Tengo la rí. No le fanos en el café que cae, se ha hecho con los. Sí. ¡No, no, no!",otro_general,neutro,126.82,815.34,91.77
call_4c278007298d.wav,,otro_general,neutro,130.76,1242.86,83.74
call_60ffdefc5f5a.wav,"Y yo, estoy grande, de ti.",otro_general,neutro,211.48,1143.1,91.98
call_d38f7d5159e7.wav,,otro_general,neutro,111.58,792.77,90.81
call_e6c59d28e6d7.wav,¿Qué es el que no te dice? ¿Qué es el que no te dice? ¿Qué es el que no te dice?,otro_general,neutro,118.54,580.27,92.52
call_810c24005ecc.wav,,otro_general,neutro,111.44,2780.39,73.42
call_81b98c77cf99.wav,,otro_general,neutro,168.82,1358.26,87.03
call_e3084824935d.wav,"¡Ada, ada, ada, ada, ada!",otro_general,neutro,141.46,1916.75,85.85
call_e118b75d4937.wav,Pero te recomiendo una vez que le las...,otro_general,neutro,149.92,2106.58,85.53
call_d13864e1e455.wav,¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa? ¿Qué no pasa?,otro_general,neutro,158.36,2593.79,84.01
call_dc1a55102190.wav,¡Para que me pese a prenda!,otro_general,neutro,160.32,1040.29,90.32
call_9083846f078a.wav,,otro_general,neutro,143.36,4348.19,73.7
call_e2d538297f0c.wav,"¡Sí! Y para que te peceso. Y ¡¿Y Siempre nos ha hecho una nueva edición? En concepto, si le da bien más que máximo, pero sí, es algo de los equipamentos, y fue por el desicción deawatable. Hola, está bien. Si, ¿o atocate o sea y te serán? ¿o chómero? ¿Nara es? Ah, sí, no, no, no, no, no. Me cojo que está, te sancar, te sancar, me va a decir, yo.",otro_general,neutro,206.46,2117.67,82.52
call_abf730747901.wav,"aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca, aguca... ...to high. But you can't see anything... ...dificent... ...constant... Uh, lo para pongo en tonto de casi y lo siento? Creo que... ...pero esta clase en el carro, lo siento... Cualidades. ¡Pues! ¡Esto, es una dasión! ¡Pues! ¡¿Cualidades! ¿D Sorry, si? ¡Nos, cuáles! ¿Esto es una dosión? ¿¡Tienes unos dos, Ai?",otro_general,neutro,119.3,932.36,90.27
call_a6481017c744.wav,¡Hasta la casa! ¡Ada la casa!,otro_general,neutro,122.8,1292.78,87.7
call_9f11e2c5441c.wav,y la la y la la la la la la la la la la la la esta ¡No!,otro_general,neutro,128.66,1156.33,89.49
call_01c3806808d6.wav,,otro_general,neutro,149.12,1924.97,90.1
call_fff8cae57de7.wav,"Este es David, que se lo ha dicho en el banco de la ley. En el vídeo se ha dicho en el banco de la ley. ¡Para, te dije! ¡Ode, está!",otro_general,neutro,160.2,1298.07,80.33
call_8d3ea77f4bb4.wav,"Y con el descho uno aquí. 3, 3, 4, 5, y mal de dos a 1. Y ahora. Sí. Y el corto. ¿Qué es todo esto?",otro_general,negativo,135.4,3018.68,85.81
call_64637c20ee66.wav,,otro_general,neutro,146.64,1224.36,88.31
call_9c2dbbd1fe2e.wav,,otro_general,neutro,140.32,2098.26,79.74
call_8a61615c9927.wav,,otro_general,neutro,174.34,910.89,92.67
call_8893de2fe204.wav,,otro_general,neutro,175.92,4524.79,73.82
call_f27db4ab1f5a.wav,,otro_general,neutro,86.82,1553.79,86.39
call_7601ac7d4fbf.wav,,otro_general,neutro,143.68,3022.67,76.75
call_e9bd33cdb226.wav,"¿No te repuny tan bien que le tiene que tener eso? Sí. No te no. Por favor. Sí, es una una una de los que se dice. Y ahora vamos a hacer un poco de la",otro_general,neutro,142.82,1249.67,88.8
call_8e6c9fa78a21.wav,¿Qué es el que te tengas en este?,otro_general,neutro,128.44,1751.58,84.63
call_1ee2936b46a7.wav,masse.,otro_general,neutro,105.82,1344.63,83.69
call_9491f635b944.wav,"Y ahora vamos a ver cómo va. que ¿Suejo si el cabrón en este momento? ¿Como no es el momento? No, no. No, no. Si no es el momento. No, no. Si no, sí. No, no. No, no, no. No. No, no, no. No, no, no, no. No, no, no. No.",otro_general,neutro,152.18,1070.15,94.03
call_743448b8a861.wav,,otro_general,neutro,103.24,3352.55,81.06
call_3d69be34ef44.wav,... ...,otro_general,neutro,146.1,720.47,89.03
call_450b4e13468b.wav,,otro_general,neutro,141.78,2997.26,78.41
call_0294f969f98b.wav,y,otro_general,neutro,108.78,2727.52,88.45
call_2d4374d86df7.wav,,otro_general,neutro,172.18,2298.56,51.44
call_74b20933dd43.wav,¿Qué te he dicho? ¿Qué te he dicho?,otro_general,neutro,148.14,1082.78,91.66
call_d89caa393417.wav,,otro_general,neutro,95.26,2912.62,69.22
call_2a34be1bd407.wav,"¡Vado, ¿vato? ¡Cate, te veo! ¡Ochona, me ha detecido!",otro_general,neutro,162.74,1008.27,90.58
call_4baef170cf46.wav,,otro_general,neutro,150.9,1075.39,86.99
call_bd2262567810.wav,,otro_general,neutro,273.9,1518.05,87.46
call_bba20372ca37.wav,,otro_general,neutro,149.2,1409.9,83.43
call_57f113803718.wav,"Hola, hola, hola y hoy yo, hay, hay...",otro_general,neutro,173.08,966.36,90.38
call_8c2ebe3761bb.wav,¿Qué es el que me gusta?,otro_general,neutro,130.84,3523.82,75.55
call_e3064936e37a.wav,,otro_general,neutro,117.94,4525.15,68.7
call_0847d7417bb1.wav,¿Para cuandoα coco me coste una monta? ¡Parayy! ¡Tara nettos! ¡No perdón! no lo salvo,otro_general,neutro,115.4,2171.83,85.09
call_cbad95f3aabc.wav,,otro_general,neutro,115.02,3534.15,85.23
call_f1b82a4a46f6.wav,"¿Por qué!? Yo tenis papeno aquí, ¿eh? Me lo nudingame. Me da esta esta esta esta esta esta esta esta esta esta... 3 1 2",otro_general,neutro,133.9,846.96,89.94
call_f6ce5de7ac09.wav,,otro_general,neutro,158.64,2551.63,82.92
call_7f82debeb19b.wav,¡Vencira la rasta! ¡Pranas por sal! Y... T... ¡Tienes malo de la casa! ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa? ¿Tienes malo de la casa?,otro_general,negativo,127.54,2377.82,86.21
call_70101b573bb2.wav,,otro_general,neutro,163.68,1231.98,83.77
call_1c1c0cce9fb5.wav,"La verdad es que no te ha dicho de hoy, ¿parte? No te ha dicho de hoy, ¿parte? Si, no me salió, te niente, me mude a la gente. Me voy a decir que te ente, yo te lo sé. No, te ente. Te es no decir, yo, sin que se te trecho, o no lo sé. No, no. Bueno, no. No es nada. No, no.",otro_general,positivo,144.78,1221.52,88.95
call_bf4ed1a05c84.wav,... ... ... ... ... ... ... ... ...,otro_general,neutro,149.28,1056.08,88.42
call_c87e905eb0d7.wav,¡Muyas!,otro_general,neutro,128.92,2834.72,78.16
call_3adbf4ac0f30.wav,"1, 2, 1, 3, 4. ¡Aplausos!",otro_general,neutro,167.38,880.89,85.0
call_2d2c74bdeb7b.wav,,otro_general,neutro,149.2,1717.16,85.11
call_6e83cb807322.wav,,otro_general,neutro,165.04,1482.39,84.14
call_8d75a71e6126.wav,,otro_general,neutro,163.74,3428.62,79.61
call_e58669998b76.wav,"Que nos hemos pasado? Porque nos ha teşekkürado como este a las altas Xinka. Que nos os vamos a ver que se va a me tejas en miως. Sí, hay cosas que se faz.",otro_general,neutro,124.92,975.54,89.73
call_349b9fddaff0.wav,¿Qué es?,otro_general,neutro,147.0,1040.31,89.94
call_6058d9c5c82f.wav,,otro_general,neutro,153.18,2133.53,87.69
call_56f58de34ea0.wav,,otro_general,neutro,159.18,2196.93,79.27
call_6afd8cabf618.wav,¡Vamos!,otro_general,neutro,152.04,3497.38,81.04
call_ed020e30c242.wav,¿Qué es esto?,otro_general,neutro,79.36,1090.68,60.2
call_2741c273bfcc.wav,,otro_general,neutro,190.68,1236.41,82.19
call_e69e8ba551e4.wav,¿Quién ha llegado?,otro_general,neutro,153.66,805.06,89.95
call_dcdbcc7d70e4.wav,,otro_general,neutro,162.94,1705.49,86.08
call_bd98a8224da0.wav,¿Ahora? ¿Ahora? ¿Ahora? ¿Fabales?,otro_general,neutro,150.94,924.51,88.4
call_02d28871d7b3.wav,,otro_general,neutro,146.66,3449.05,83.85
call_f23bfe7d0e9e.wav,,otro_general,neutro,148.98,1942.36,80.62
call_95ccefc6e4ce.wav,,otro_general,neutro,226.38,1952.42,84.79
call_e2200941723b.wav,¿Ara? ¿Esta es tu raíz? Es tu raíz? ¿Esta es tu raíz? ¿Illa? Y ahí.,otro_general,neutro,108.38,4176.61,56.26
call_c1cbe639d50f.wav,. ¿Qué tal?,otro_general,neutro,90.9,3789.61,82.94
call_e0a8703be347.wav,,otro_general,neutro,147.56,1562.39,79.88
call_fa9e18dd83dd.wav,,otro_general,neutro,141.6,1489.04,83.28
call_850d796d23a7.wav,,otro_general,neutro,138.36,2490.82,83.52
call_4d8129939686.wav,,otro_general,neutro,150.96,2051.26,87.42
call_d72a7cb67eb0.wav,"1. 2. 2. 2. 2. 2. 3. 1. 3. 2. 2. 3. Y no tengo ni tiempo cerrado. Sí, dos, dos, ocho cuatro, cinco, cinco, seis. No ha sido todo mucho ráceo. Y no tengo ni tiempo cerrado.",otro_general,neutro,169.32,1568.61,85.67
call_b41c86402714.wav,¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh! ¡Ahh!,otro_general,neutro,140.78,1279.45,81.85
call_373750027ccd.wav,,otro_general,neutro,149.34,4057.22,75.81
call_a0fbbe7bfec4.wav,"No, de sero, sin cocinaré, te escocho, o nada. ¿Qué es el problema que se te he tenido en el momento? ¿Cómo te lo da? No, me he venido en el momento. ¿Sualmente te le he. Una serie? ¡Sumper si te presentes! ¡Presa acha a una vez!",otro_general,neutro,157.8,1579.05,87.74
